Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,Turkish
Einai,艾奈,Einai,艾奈,Эйнай,Einai,Einai,Einai,エイナイ,Einai,Einai,Einai,Einai,에이나이,Einai
Lochi,洛奇,Lochi,洛奇,Лочи,Lochi,Lochi,Lochi,ロチ,Lochi,Lochi,Lochi,Lochi,로치,Lochi
Tarantsūji,塔兰茨姬,Tarantsūji,塔蘭茨姬,Таранцуджи,Tarantsūji,Tarantsūji,Tarantsūji,タランツウジ,Tarantsūji,Tarantsūji,Tarantsūji,Tarantsūji,타란쯔지,Tarantsūji
Asagawa,浅川,Asagawa,淺川,Асагава,Asagawa,Asagawa,Asagawa,アサガワ,Asagawa,Asagawa,Asagawa,Asagawa,아사가와,Asagawa
Elgierre,埃尔吉耶雷,Elgierre,埃爾吉耶雷,Эльгьерре,Elgierre,Elgierre,Elgierre,エルジエール,Elgierre,Elgierre,Elgierre,Elgierre,엘지에르,Elgierre
Magno,马格诺,Magno,馬格諾,Маньо,Magno,Magno,Magno,マグノ,Magno,Magno,Magno,Magno,마그노,Magno
Sarsk,萨尔斯克,Sarsk,薩爾斯克,Сарск,Sarsk,Sarsk,Sarsk,サルスク,Sarsk,Sarsk,Sarsk,Sarsk,사르스크,Sarsk
Tanto,坦托,Tanto,坦托,Танто,Tanto,Tanto,Tanto,タント,Tanto,Tanto,Tanto,Tanto,탄토,Tanto
Winshimovsk,温希莫夫斯克,Winshimovsk,溫希莫夫斯克,Виншимовск,Winshimovsk,Winshimovsk,Winshimovsk,ウィンシモフスク,Winshimovsk,Winshimovsk,Winshimovsk,Winshimovsk,윈시모브스크,Winshimovsk
Allsborough,奥尔斯伯勒,Allsborough,奧爾斯伯勒,Олсборо,Allsborough,Allsborough,Allsborough,オールズバラ,Allsborough,Allsborough,Allsborough,Allsborough,올즈버러,Allsborough
Horling,荷灵,Horling,荷靈,Хорлинг,Horling,Horling,Horling,ホーリング,Horling,Horling,Horling,Horling,홀링,Horling
Delphisō,德尔菲索,Delphisō,德爾菲索,Дельфисо,Delphisō,Delphisō,Delphisō,デルフィソウ,Delphisō,Delphisō,Delphisō,Delphisō,델피소,Delphisō
Izmirfield,伊兹密尔菲尔德,Izmirfield,伊茲密爾菲爾德,Измирфилд,Izmirfield,Izmirfield,Izmirfield,イズミールフィールド,Izmirfield,Izmirfield,Izmirfield,Izmirfield,이즈미르필드,Izmirfield
Baket,巴克特,Baket,巴克特,Бейкет,Baket,Baket,Baket,ベイケット,Baket,Baket,Baket,Baket,베이킷,Baket
Lausaka,劳萨卡,Lausaka,勞薩卡,Лаусака,Lausaka,Lausaka,Lausaka,ラウサカ,Lausaka,Lausaka,Lausaka,Lausaka,라우사카,Lausaka
Lomaga,洛马加,Lomaga,洛馬加,Ломага,Lomaga,Lomaga,Lomaga,ロマガ,Lomaga,Lomaga,Lomaga,Lomaga,로마가,Lomaga
Toyoham,浜,Toyoham,濱,トヨハム,Toyoham,Toyoham,Toyoham,トヨハミ,Toyoham,Toyoham,Toyoham,Toyoham,토요함,Toyoham
Shalichibad,沙里奇巴德,Shalichibad,沙里奇巴德,Шаличибад,Shalichibad,Shalichibad,Shalichibad,シャリチバッド,Shalichibad,Shalichibad,Shalichibad,Shalichibad,샬리치바드,Shalichibad
Suvorough,苏沃罗,Suvorough,蘇沃羅,Суворов,Suvorough,Suvorough,Suvorough,スヴォロフ,Suvorough,Suvorough,Suvorough,Suvorough,수보로,Suvorough
Couversa,库维尔萨,Couversa,庫維爾薩,Куверса,Couversa,Couversa,Couversa,カウヴェルサ,Couversa,Couversa,Couversa,Couversa,쿠베르사,Couversa
Indopolyov,英多波利约夫,Indopolyov,英多波利約夫,Индопольев,Indopolyov,Indopolyov,Indopolyov,インドポリョフ,Indopolyov,Indopolyov,Indopolyov,Indopolyov,인도폴료프,Indopolyov
Favelizovo,法韦利佐沃,Favelizovo,法韋利佐沃,Фавелизово,Favelizovo,Favelizovo,Favelizovo,ファヴェリゾヴォ,Favelizovo,Favelizovo,Favelizovo,Favelizovo,파벨리조보,Favelizovo
Plymsk,普利姆斯克,Plymsk,普利姆斯克,Плимск,Plymsk,Plymsk,Plymsk,プリムスク,Plymsk,Plymsk,Plymsk,Plymsk,플림스크,Plymsk
Newpool,纽普尔,Newpool,紐普爾,Ньюпул,Newpool,Newpool,Newpool,ニュープール,Newpool,Newpool,Newpool,Newpool,뉴풀,Newpool
Bogdan,博格丹,Bogdan,博格丹,Богдан,Bogdan,Bogdan,Bogdan,ボグダン,Bogdan,Bogdan,Bogdan,Bogdan,보그단,Bogdan
Yachin,雅钦,Yachin,雅欽,Ячин,Yachin,Yachin,Yachin,ヤチン,Yachin,Yachin,Yachin,Yachin,야친,Yachin
Bassingū,巴辛古,Bassingū,巴辛古,Бассингу,Bassingū,Bassingū,Bassingū,バッシングー,Bassingū,Bassingū,Bassingū,Bassingū,바싱구,Bassingū
Akhtinge,阿赫廷格,Akhtinge,阿赫廷格,Ахтингэ,Akhtinge,Akhtinge,Akhtinge,アフトインゲ,Akhtinge,Akhtinge,Akhtinge,Akhtinge,아흐팅게,Akhtinge
Pervourn,彼尔乌尔恩,Pervourn,彼爾烏爾恩,Перуурн,Pervourn,Pervourn,Pervourn,ペルヴールン,Pervourn,Pervourn,Pervourn,Pervourn,페르부른,Pervourn
Wetzikorkin,韦齐科尔金,Wetzikorkin,韋齊科爾金,Вецикоркин,Wetzikorkin,Wetzikorkin,Wetzikorkin,ヴェツィコルキン,Wetzikorkin,Wetzikorkin,Wetzikorkin,Wetzikorkin,베치코르킨,Wetzikorkin
Tamihara,田哈拉,Tamihara,田哈拉,Тамихара,Tamihara,Tamihara,Tamihara,タミハラ,Tamihara,Tamihara,Tamihara,Tamihara,타미하라,Tamihara
Olantury,奥兰图里,Olantury,奧蘭圖里,Олантури,Olantury,Olantury,Olantury,オランツリー,Olantury,Olantury,Olantury,Olantury,올란투리,Olantury
Kitibarao,基蒂巴劳,Kitibarao,基蒂巴勞,Китибарао,Kitibarao,Kitibarao,Kitibarao,キティバラオ,Kitibarao,Kitibarao,Kitibarao,Kitibarao,키티바라오,Kitibarao
Dunsteyuga,敦斯泰尤加,Dunsteyuga,敦斯泰尤加,Дунстейюга,Dunsteyuga,Dunsteyuga,Dunsteyuga,ダンステユガ,Dunsteyuga,Dunsteyuga,Dunsteyuga,Dunsteyuga,던스테유가,Dunsteyuga
Vikha,维哈,Vikha,維哈,Виха,Vikha,Vikha,Vikha,ヴィハ,Vikha,Vikha,Vikha,Vikha,비하,Vikha
Dalermerezh,达勒梅热日,Dalermerezh,達勒梅熱日,Далермереж,Dalermerezh,Dalermerezh,Dalermerezh,ダレルメレージ,Dalermerezh,Dalermerezh,Dalermerezh,Dalermerezh,달레르메레지,Dalermerezh
Nagate,那加特,Nagate,那加特,Нагате,Nagate,Nagate,Nagate,ナガテ,Nagate,Nagate,Nagate,Nagate,나가테,Nagate
Dough,道,Dough,道,До,Dough,Dough,Dough,ダウ,Dough,Dough,Dough,Dough,도우,Dough
Mimadan,米马丹,Mimadan,米馬丹,Мимадан,Mimadan,Mimadan,Mimadan,ミマダン,Mimadan,Mimadan,Mimadan,Mimadan,미마단,Mimadan
Tomiguchi,富美口,Tomiguchi,富美口,Томигути,Tomiguchi,Tomiguchi,Tomiguchi,トミグチ,Tomiguchi,Tomiguchi,Tomiguchi,Tomiguchi,토미구치,Tomiguchi
Horleye,荷利耶,Horleye,荷利耶,Хорлейе,Horleye,Horleye,Horleye,ホールリー,Horleye,Horleye,Horleye,Horleye,홀리예,Horleye
Kashvison,卡什维森,Kashvison,卡什維森,Кашвисон,Kashvison,Kashvison,Kashvison,カシュヴィソン,Kashvison,Kashvison,Kashvison,Kashvison,카쉬비손,Kashvison
Stadcarsawa,斯塔德卡萨瓦,Stadcarsawa,斯塔德卡薩瓦,Стадкарсава,Stadcarsawa,Stadcarsawa,Stadcarsawa,スタッドカルサワ,Stadcarsawa,Stadcarsawa,Stadcarsawa,Stadcarsawa,스타드카르사와,Stadcarsawa
Torodsk,托罗茨克,Torodsk,托羅茨克,Тородск,Torodsk,Torodsk,Torodsk,トロドスク,Torodsk,Torodsk,Torodsk,Torodsk,토로드스크,Torodsk
Mingelston,明格尔斯顿,Mingelston,明格爾斯頓,Мингельстон,Mingelston,Mingelston,Mingelston,ミンゲルストン,Mingelston,Mingelston,Mingelston,Mingelston,밍겔스톤,Mingelston
Guildoorsk,盖尔多尔斯克,Guildoorsk,蓋爾多爾斯克,Гильдорск,Guildoorsk,Guildoorsk,Guildoorsk,ギルドースク,Guildoorsk,Guildoorsk,Guildoorsk,Guildoorsk,길도르스크,Guildoorsk
Pozzuoka,波祖欧卡,Pozzuoka,波祖歐卡,Поззуока,Pozzuoka,Pozzuoka,Pozzuoka,ポズズオカ,Pozzuoka,Pozzuoka,Pozzuoka,Pozzuoka,포즈오카,Pozzuoka
Zhetsu,捷苏,Zhetsu,捷蘇,Зецу,Zhetsu,Zhetsu,Zhetsu,ゼツ,Zhetsu,Zhetsu,Zhetsu,Zhetsu,제츠,Zhetsu
Gerafimsby,格拉菲姆斯比,Gerafimsby,格拉菲姆斯比,Герафимсби,Gerafimsby,Gerafimsby,Gerafimsby,ゲラフィムズビー,Gerafimsby,Gerafimsby,Gerafimsby,Gerafimsby,게라핌스비,Gerafimsby
Okhach,奥哈奇,Okhach,奧哈奇,Охач,Okhach,Okhach,Okhach,オッハチ,Okhach,Okhach,Okhach,Okhach,오하치,Okhach
Izuno,伊津诺,Izuno,伊津諾,Изуно,Izuno,Izuno,Izuno,イズノ,Izuno,Izuno,Izuno,Izuno,이즈노,Izuno
Poshiwadano,波希瓦达诺,Poshiwadano,波希瓦達諾,Пошивадано,Poshiwadano,Poshiwadano,Poshiwadano,ポシワダノ,Poshiwadano,Poshiwadano,Poshiwadano,Poshiwadano,포시와다노,Poshiwadano
Tsivillevka,齐维列夫卡,Tsivillevka,齊維列夫卡,Цивиллевка,Tsivillevka,Tsivillevka,Tsivillevka,ツィヴィレフカ,Tsivillevka,Tsivillevka,Tsivillevka,Tsivillevka,치빌레프카,Tsivillevka
Xiaoshiwa,小石湾,Xiaoshiwa,小石灣,Сяошива,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,シャオシワ,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,샤오시와,Xiaoshiwa
Pisattigo,皮萨蒂戈,Pisattigo,皮薩蒂戈,Писаттиго,Pisattigo,Pisattigo,Pisattigo,ピサッティゴ,Pisattigo,Pisattigo,Pisattigo,Pisattigo,피사티고,Pisattigo
Vuktyabe,武克亚别,Vuktyabe,武克亞別,Вукутябе,Vuktyabe,Vuktyabe,Vuktyabe,ヴクティアベ,Vuktyabe,Vuktyabe,Vuktyabe,Vuktyabe,부크티아베,Vuktyabe
Shiōsakata,盐大刻,Shiōsakata,鹽大刻,Шиосаката,Shiōsakata,Shiōsakata,Shiōsakata,シオサカタ,Shiōsakata,Shiōsakata,Shiōsakata,Shiōsakata,시오사카타,Shiōsakata
Faira,法伊拉,Faira,法伊拉,Файра,Faira,Faira,Faira,フェイラ,Faira,Faira,Faira,Faira,페이라,Faira
Nington,宁顿,Nington,寧頓,Нингтон,Nington,Nington,Nington,ニントン,Nington,Nington,Nington,Nington,닝턴,Nington
Meerlem,米尔勒姆,Meerlem,米爾勒姆,Мирлем,Meerlem,Meerlem,Meerlem,ミーリム,Meerlem,Meerlem,Meerlem,Meerlem,미를렘,Meerlem
Water,水,Water,水,Вода,Water,Water,Water,ウォーター,Water,Water,Water,Water,물,Water
Sychima,西奇玛,Sychima,西奇瑪,Сичима,Sychima,Sychima,Sychima,シチマ,Sychima,Sychima,Sychima,Sychima,시치마,Sychima
Carnsee,卡恩塞,Carnsee,卡恩塞,Карнси,Carnsee,Carnsee,Carnsee,カーンシー,Carnsee,Carnsee,Carnsee,Carnsee,칸시,Carnsee
Newyor,纽约尔,Newyor,紐約爾,Ньюйор,Newyor,Newyor,Newyor,ニューヨール,Newyor,Newyor,Newyor,Newyor,뉴요르,Newyor
Lynkary,林卡里,Lynkary,林卡里,Линкари,Lynkary,Lynkary,Lynkary,リンカリー,Lynkary,Lynkary,Lynkary,Lynkary,링카리,Lynkary
Budach,布达赫,Budach,布達赫,Будач,Budach,Budach,Budach,ブダッチ,Budach,Budach,Budach,Budach,부다크,Budach
Aubon,奥邦,Aubon,奧邦,Обон,Aubon,Aubon,Aubon,オーボン,Aubon,Aubon,Aubon,Aubon,오본,Aubon
Midovovo,米多沃沃,Midovovo,米多沃沃,Мидовово,Midovovo,Midovovo,Midovovo,ミドヴォヴォ,Midovovo,Midovovo,Midovovo,Midovovo,미도보보,Midovovo
Bassee,巴塞,Bassee,巴塞,Басси,Bassee,Bassee,Bassee,バッセー,Bassee,Bassee,Bassee,Bassee,바세,Bassee
Mizug,水谷,Mizug,水谷,Мизуг,Mizug,Mizug,Mizug,ミズグ,Mizug,Mizug,Mizug,Mizug,미즈그,Mizug
Sunce,森策,Sunce,森策,Сунце,Sunce,Sunce,Sunce,スンチェ,Sunce,Sunce,Sunce,Sunce,순체,Sunce
Shchye,谢,Shchye,謝,Шче,Shchye,Shchye,Shchye,シェイ,Shchye,Shchye,Shchye,Shchye,셰이,Shchye
Mongyan,蒙颜,Mongyan,蒙顏,Монгян,Mongyan,Mongyan,Mongyan,モンギャン,Mongyan,Mongyan,Mongyan,Mongyan,몽얀,Mongyan
Isablington,伊萨宾顿,Isablington,伊薩賓頓,Изаблингтон,Isablington,Isablington,Isablington,イサブリングトン,Isablington,Isablington,Isablington,Isablington,이사블링턴,Isablington
Frein,弗赖因,Frein,弗賴因,Фрайн,Frein,Frein,Frein,フレイン,Frein,Frein,Frein,Frein,프레인,Frein
Iwadan,岩田,Iwadan,岩田,Ивадан,Iwadan,Iwadan,Iwadan,イワダン,Iwadan,Iwadan,Iwadan,Iwadan,이와단,Iwadan
Minuyamagai,美之山崖,Minuyamagai,美之山崖,Минуямагай,Minuyamagai,Minuyamagai,Minuyamagai,ミヌヤマガイ,Minuyamagai,Minuyamagai,Minuyamagai,Minuyamagai,미누야마가이,Minuyamagai
Hangelough,汉格洛,Hangelough,漢格洛,Ханглоу,Hangelough,Hangelough,Hangelough,ハンゲロウ,Hangelough,Hangelough,Hangelough,Hangelough,한겔로우,Hangelough
Shumidstoum,舒米德斯托姆,Shumidstoum,舒米德斯托姆,Шумидстоум,Shumidstoum,Shumidstoum,Shumidstoum,シュミドストウム,Shumidstoum,Shumidstoum,Shumidstoum,Shumidstoum,슈미드스톰,Shumidstoum
Toyarosash,洛萨,Toyarosash,洛薩,Тояросаш,Toyarosash,Toyarosash,Toyarosash,トヤロサッシュ,Toyarosash,Toyarosash,Toyarosash,Toyarosash,토야로사시,Toyarosash
Tamay,塔迈,Tamay,塔邁,Тамай,Tamay,Tamay,Tamay,タマイ,Tamay,Tamay,Tamay,Tamay,타마이,Tamay
Sandriffiel,桑德里菲尔,Sandriffiel,桑德里菲爾,Сандриффил,Sandriffiel,Sandriffiel,Sandriffiel,サンドリフィール,Sandriffiel,Sandriffiel,Sandriffiel,Sandriffiel,산드리필,Sandriffiel
Yekatonar,叶卡托纳尔,Yekatonar,葉卡托納爾,Екатонар,Yekatonar,Yekatonar,Yekatonar,イエカトナー,Yekatonar,Yekatonar,Yekatonar,Yekatonar,예카토나르,Yekatonar
Tanovorona,坦诺沃罗纳,Tanovorona,坦諾沃羅納,Тановорона,Tanovorona,Tanovorona,Tanovorona,タノヴォロナ,Tanovorona,Tanovorona,Tanovorona,Tanovorona,타노보로나,Tanovorona
Syracton,赛拉克顿,Syracton,賽拉克頓,Сирактон,Syracton,Syracton,Syracton,シラクトン,Syracton,Syracton,Syracton,Syracton,시락톤,Syracton
Utoria,乌托里亚,Utoria,烏托里亞,Утория,Utoria,Utoria,Utoria,ウトリア,Utoria,Utoria,Utoria,Utoria,우토리아,Utoria
Miamila,米亚米拉,Miamila,米亞米拉,Миамила,Miamila,Miamila,Miamila,ミアミラ,Miamila,Miamila,Miamila,Miamila,미아밀라,Miamila
Okhama,奥卡玛,Okhama,奧卡瑪,Окама,Okhama,Okhama,Okhama,オカマ,Okhama,Okhama,Okhama,Okhama,오카마,Okhama
Arton,阿顿,Arton,阿頓,Артон,Arton,Arton,Arton,アートン,Arton,Arton,Arton,Arton,아톤,Arton
Isiouxfall,伊苏克斯法尔,Isiouxfall,伊蘇克斯法爾,Исиуфолл,Isiouxfall,Isiouxfall,Isiouxfall,イシウクスフォール,Isiouxfall,Isiouxfall,Isiouxfall,Isiouxfall,이수폭포,Isiouxfall
Küssnachi,喀斯拿奇,Küssnachi,喀斯拿奇,Кюсснахи,Küssnachi,Küssnachi,Küssnachi,キュスナッヒ,Küssnachi,Küssnachi,Küssnachi,Küssnachi,퀴스나히,Küssnachi
Peachina,佩奇纳,Peachina,佩奇納,Пичина,Peachina,Peachina,Peachina,ピーチナ,Peachina,Peachina,Peachina,Peachina,피치나,Peachina
Ujiida,宇治田,Ujiida,宇治田,Удзида,Ujiida,Ujiida,Ujiida,ウジイダ,Ujiida,Ujiida,Ujiida,Ujiida,우지이다,Ujiida
Nōgan,野贡,Nōgan,野貢,Ноган,Nōgan,Nōgan,Nōgan,ノーガン,Nōgan,Nōgan,Nōgan,Nōgan,노간,Nōgan
Miyadhur,宫田户,Miyadhur,宮田戶,Миядхур,Miyadhur,Miyadhur,Miyadhur,ミヤドゥール,Miyadhur,Miyadhur,Miyadhur,Miyadhur,미야두르,Miyadhur
